"","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"1","chr1",100004867,100005028,162,"*","Intron (ENST00000638371.1/23443, intron 3 of 7)",1,99993546,100023411,29866,1,"23443","ENST00000639148.1",11321
"2","chr1",100044018,100044356,339,"*","Intron (ENST00000638968.1/64645, intron 9 of 19)",1,100038095,100083377,45283,1,"64645","ENST00000370152.8",5923
"3","chr1",100044675,100044948,274,"*","Intron (ENST00000638968.1/64645, intron 9 of 19)",1,100038095,100083377,45283,1,"64645","ENST00000370152.8",6580
"4","chr1",100205798,100206027,230,"*","Intron (ENST00000370132.8/1629, intron 10 of 10)",1,100148449,100178273,29825,2,"127495","ENST00000620882.4",-27525
"5","chr1",100315983,100316556,574,"*","Distal Intergenic",1,100345001,100499460,154460,1,"8556","ENST00000644844.1",-28445
"6","chr1",100320119,100320473,355,"*","Distal Intergenic",1,100345001,100499460,154460,1,"8556","ENST00000644844.1",-24528
"7","chr1",100375241,100375452,212,"*","Intron (ENST00000644844.1/8556, intron 2 of 15)",1,100363161,100484639,121479,1,"8556","ENST00000646563.1",12080
"8","chr1",100556816,100557074,259,"*","Distal Intergenic",1,100538139,100542021,3883,1,"54112","ENST00000315033.5",18677
"9","chr1",100888814,100889094,281,"*","5' UTR",1,100874160,100894664,20505,2,"2135","ENST00000450240.2",5570
"10","chr1",100889131,100890067,937,"*","Intron (ENST00000535414.5/2135, intron 1 of 3)",1,100874160,100894664,20505,2,"2135","ENST00000450240.2",4597
"11","chr1",100890202,100890663,462,"*","Intron (ENST00000535414.5/2135, intron 1 of 3)",1,100874160,100894664,20505,2,"2135","ENST00000450240.2",4001
"12","chr1",100891383,100891611,229,"*","Intron (ENST00000535414.5/2135, intron 1 of 3)",1,100874160,100894664,20505,2,"2135","ENST00000450240.2",3053
"13","chr1",101038904,101039166,263,"*","Intron (ENST00000451213.2/102606465, intron 1 of 4)",1,100990063,101026088,36026,2,"51611","ENST00000488789.5",-12816
"14","chr1",101039688,101040569,882,"*","Intron (ENST00000451213.2/102606465, intron 1 of 4)",1,100990063,101026088,36026,2,"51611","ENST00000488789.5",-13600
"15","chr1",101040641,101041015,375,"*","Intron (ENST00000451213.2/102606465, intron 1 of 4)",1,100990063,101026088,36026,2,"51611","ENST00000488789.5",-14553
"16","chr1",101041343,101041673,331,"*","Intron (ENST00000451213.2/102606465, intron 1 of 4)",1,100990063,101026088,36026,2,"51611","ENST00000488789.5",-15255
"17","chr1",101360554,101360941,388,"*","Intron (ENST00000439146.1/104355286, intron 4 of 4)",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",10505
"18","chr1",101362904,101363391,488,"*","Intron (ENST00000439146.1/104355286, intron 4 of 4)",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",12855
"19","chr1",101363560,101363868,309,"*","Intron (ENST00000439146.1/104355286, intron 4 of 4)",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",13511
"20","chr1",101373248,101373521,274,"*","Intron (ENST00000439146.1/104355286, intron 4 of 4)",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",23199
"21","chr1",101373560,101373856,297,"*","Intron (ENST00000439146.1/104355286, intron 4 of 4)",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",23511
"22","chr1",101374157,101374419,263,"*","Intron (ENST00000439146.1/104355286, intron 4 of 4)",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",24108
"23","chr1",101376043,101376255,213,"*","Intron (ENST00000439146.1/104355286, intron 4 of 4)",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",25994
"24","chr1",101378117,101378464,348,"*","Intron (ENST00000444327.1/104355286, intron 1 of 1)",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",28068
"25","chr1",101378563,101379553,991,"*","Intron (ENST00000444327.1/104355286, intron 1 of 1)",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",28514
"26","chr1",101379640,101380038,399,"*","Intron (ENST00000444327.1/104355286, intron 1 of 1)",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",29591
"27","chr1",101382957,101383383,427,"*","Intron (ENST00000444327.1/104355286, intron 1 of 1)",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",32908
"28","chr1",101383916,101384259,344,"*","Intron (ENST00000444327.1/104355286, intron 1 of 1)",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",33867
"29","chr1",101384305,101384466,162,"*","Intron (ENST00000444327.1/104355286, intron 1 of 1)",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",34256
"30","chr1",101385487,101386795,1309,"*","Intron (ENST00000444327.1/104355286, intron 1 of 1)",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",35438
"31","chr1",101387411,101387603,193,"*","Intron (ENST00000444327.1/104355286, intron 1 of 1)",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",37362
"32","chr1",101388383,101388645,263,"*","Intron (ENST00000444327.1/104355286, intron 1 of 1)",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",38334
"33","chr1",101390139,101390304,166,"*","Exon (ENST00000444327.1/104355286, exon 2 of 2)",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",40090
"34","chr1",101392080,101392321,242,"*","Distal Intergenic",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",42031
"35","chr1",101404866,101405183,318,"*","Distal Intergenic",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",54817
"36","chr1",101405597,101405884,288,"*","Distal Intergenic",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",55548
"37","chr1",101406202,101406497,296,"*","Distal Intergenic",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",56153
"38","chr1",101412031,101412606,576,"*","Distal Intergenic",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",61982
"39","chr1",101419132,101419393,262,"*","Distal Intergenic",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",69083
"40","chr1",101423987,101424438,452,"*","Distal Intergenic",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",73938
"41","chr1",101428607,101428940,334,"*","Distal Intergenic",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",78558
"42","chr1",101434067,101434255,189,"*","Distal Intergenic",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",84018
"43","chr1",101450912,101451323,412,"*","Distal Intergenic",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",100863
"44","chr1",101452450,101452823,374,"*","Distal Intergenic",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",102401
"45","chr1",101472495,101472936,442,"*","Distal Intergenic",1,101350049,101390303,40255,1,"104355286","ENST00000444327.1",122446
"46","chr1",101531552,101531837,286,"*","Distal Intergenic",1,101639509,101729536,90028,1,"105378872","ENST00000668955.1",-107672
"47","chr1",103960304,103960644,341,"*","Distal Intergenic",1,104072983,104126914,53932,1,"100129138","ENST00000634580.1",-112339
"48","chr1",104706482,104706775,294,"*","Distal Intergenic",1,104998406,105032365,33960,2,"105378880","ENST00000648518.1",325590
"49","chr1",10564325,10564492,168,"*","Intron (ENST00000356607.9/5195, intron 3 of 8)",1,10535888,10536289,402,1,"5195","ENST00000492696.1",28437
"50","chr1",106998491,106998732,242,"*","Distal Intergenic",1,107056674,107059294,2621,1,"55170","ENST00000370078.2",-57942
"51","chr1",107510440,107510784,345,"*","Distal Intergenic",1,107596295,107673649,77355,2,"10451","ENST00000529033.5",162865
"52","chr1",107801227,107801509,283,"*","Intron (ENST00000370056.9/10451, intron 2 of 26)",1,107573169,107785624,212456,2,"10451","ENST00000343258.8",-15603
"53","chr1",107837589,107837779,191,"*","Intron (ENST00000370056.9/10451, intron 2 of 26)",1,107766515,107820896,54382,2,"10451","ENST00000524574.5",-16693
"54","chr1",107877813,107877948,136,"*","Intron (ENST00000370056.9/10451, intron 1 of 26)",1,107897223,107897304,82,1,"102465839","ENST00000617442.1",-19275
"55","chr1",10855526,10855726,201,"*","Distal Intergenic",1,10647213,10796650,149438,2,"54897","ENST00000344008.5",-58876
